'', 'time', 'frame', 'subF', '1stSym', 'symbol#', 'cellId', 'rnti', 'ccId', 'tbSize', 'mcs', 'rv', 'SINR(dB)', 'corrupt', 'TBler'
'DL', '0.984342', '984', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-0.596246', '0', '0'
'DL', '0.985342', '985', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-0.44959', '0', '0'
'DL', '0.986329', '986', '3', '1', '6', '1', '1', '0', '1157', '6', '0', '-0.370262', '0', '0.0956076'
'DL', '0.987329', '987', '3', '1', '6', '1', '1', '0', '1157', '6', '0', '-0.364849', '0', '0.0778079'
'DL', '0.988329', '988', '3', '1', '6', '1', '1', '0', '1157', '6', '0', '-0.432269', '0', '0.0001092'
'DL', '0.989329', '989', '3', '1', '6', '1', '1', '0', '1157', '6', '0', '-0.563748', '0', '0.0727709'
'DL', '0.990329', '990', '3', '1', '6', '1', '1', '0', '1157', '6', '0', '-0.74241', '1', '0.995408'
'DL', '0.991342', '991', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-0.943229', '0', '0'
'DL', '0.992342', '992', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-1.13439', '0', '0'
'DL', '0.993342', '993', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-1.28119', '0', '0'
'DL', '0.994342', '994', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-1.35321', '0', '0'
'DL', '0.995342', '995', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-1.33304', '0', '0'
'DL', '0.996342', '996', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-1.22213', '0', '0'
'DL', '0.997342', '997', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-1.04025', '0', '0'
'DL', '0.998342', '998', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-0.818811', '0', '0'
'DL', '0.999342', '999', '3', '1', '9', '1', '1', '0', '1099', '4', '0', '-0.59229', '0', '0'
